"","FCT_TOPIC","FCT_HORIZON","FCT_SOURCE","TIME_PERIOD","OBS_VALUE","TRUE_VALUE","ERR_VALUE"
"1","HICP",1,"001",1999 Q4,1.2,1.4,0.2
"2","HICP",1,"001",2000 Q1,1.4,1.9,0.5
"3","HICP",1,"001",2000 Q2,1.5,1.8,0.3
"4","HICP",1,"001",2000 Q3,1.8,2.1,0.3
"5","HICP",1,"001",2000 Q4,1.9,2.5,0.6
"6","HICP",1,"001",2001 Q1,1.9,2,0.1
"7","HICP",1,"001",2001 Q2,2,3.1,1.1
"8","HICP",1,"001",2001 Q3,1.9,2.3,0.4
"9","HICP",1,"001",2001 Q4,1.7,2,0.3
"10","HICP",1,"001",2002 Q1,1.8,2.5,0.7
"11","HICP",1,"001",2002 Q2,2.3,2.1,-0.2
"12","HICP",1,"001",2002 Q3,2.2,2.1,-0.1
"13","HICP",1,"001",2002 Q4,1.9,2.3,0.4
"14","HICP",1,"001",2003 Q1,1.6,2.4,0.8
"15","HICP",1,"001",2003 Q3,1.6,2,0.4
"16","HICP",1,"001",2003 Q4,1.8,2.2,0.4
"17","HICP",1,"001",2004 Q3,1.5,2.4,0.9
"18","HICP",1,"001",2004 Q4,1.5,2.2,0.7
"19","HICP",1,"001",2005 Q1,1.8,2.1,0.3
"20","HICP",1,"001",2005 Q3,1.8,2.2,0.4
"21","HICP",1,"001",2006 Q1,1.7,2.4,0.7
"22","HICP",1,"001",2006 Q2,1.8,2.5,0.7
"23","HICP",1,"001",2006 Q4,2.1,1.9,-0.2
"24","HICP",1,"001",2007 Q1,2.2,1.8,-0.4
"25","HICP",1,"001",2007 Q3,2.3,1.7,-0.6
"26","HICP",1,"001",2007 Q4,2,3.1,1.1
"27","HICP",1,"001",2008 Q1,2,3.3,1.3
"28","HICP",1,"001",2008 Q3,2,3.8,1.8
"29","HICP",1,"001",2008 Q4,2.2,2.1,-0.1
"30","HICP",1,"001",2009 Q1,2.2,1.2,-1
"31","HICP",1,"001",2009 Q3,2.4,-0.2,-2.6
"32","HICP",1,"001",2009 Q4,1.3,0.5,-0.8
"33","HICP",1,"001",2010 Q1,1.3,0.8,-0.5
"34","HICP",1,"001",2010 Q2,1.8,1.7,-0.1
"35","HICP",1,"001",2010 Q3,1.2,1.6,0.4
"36","HICP",1,"001",2010 Q4,1.4,1.9,0.5
"37","HICP",1,"001",2011 Q1,1.5,2.4,0.9
"38","HICP",1,"001",2011 Q3,1.6,2.5,0.9
"39","HICP",1,"001",2012 Q1,2,2.7,0.7
"40","HICP",1,"001",2012 Q4,1,2.2,1.2
"41","HICP",1,"001",2013 Q3,1.9,1.3,-0.6
"42","HICP",1,"001",2013 Q4,1.9,0.9,-1
"43","HICP",1,"001",2014 Q1,1.9,0.7,-1.2
"44","HICP",1,"001",2014 Q3,1.5,0.4,-1.1
"45","HICP",1,"001",2014 Q4,1.8,0.3,-1.5
"46","HICP",1,"001",2015 Q1,1.3,-0.3,-1.6
"47","HICP",1,"001",2015 Q3,1,0.1,-0.9
"48","HICP",1,"001",2015 Q4,0.4,0.2,-0.2
"49","HICP",1,"001",2016 Q1,0.5,-0.2,-0.7
"50","HICP",1,"001",2016 Q3,1.2,0.2,-1
"51","HICP",1,"001",2016 Q4,0.4,0.6,0.2
"52","HICP",1,"001",2017 Q2,0.4,1.4,1
"53","HICP",1,"001",2017 Q3,1.4,1.5,0.1
"54","HICP",1,"001",2017 Q4,1.6,1.5,-0.1
"55","HICP",1,"001",2018 Q1,1.5,1.1,-0.4
"56","HICP",1,"001",2018 Q2,1.5,1.9,0.4
"57","HICP",1,"002",1999 Q4,1.2,1.4,0.2
"58","HICP",1,"002",2000 Q1,1.2,1.9,0.7
"59","HICP",1,"002",2000 Q3,1.6,2.1,0.5
"60","HICP",1,"002",2001 Q1,2,2,0
"61","HICP",1,"002",2001 Q3,2.5,2.3,-0.2
"62","HICP",1,"002",2001 Q4,2.3,2,-0.3
"63","HICP",1,"002",2002 Q1,2.3,2.5,0.2
"64","HICP",1,"002",2002 Q3,2,2.1,0.1
"65","HICP",1,"002",2002 Q4,2,2.3,0.3
"66","HICP",1,"002",2003 Q1,2,2.4,0.4
"67","HICP",1,"002",2003 Q2,2,1.8,-0.2
"68","HICP",1,"002",2003 Q3,2,2,0
"69","HICP",1,"002",2004 Q2,1.8,2.4,0.6
"70","HICP",1,"002",2004 Q4,1.6,2.2,0.6
"71","HICP",1,"002",2005 Q1,2,2.1,0.1
"72","HICP",1,"002",2005 Q3,1.8,2.2,0.4
"73","HICP",1,"002",2006 Q1,1.8,2.4,0.6
"74","HICP",1,"002",2006 Q4,2,1.9,-0.1
"75","HICP",1,"002",2007 Q1,2,1.8,-0.2
"76","HICP",1,"002",2007 Q3,1.8,1.7,-0.1
"77","HICP",1,"002",2007 Q4,1.9,3.1,1.2
"78","HICP",1,"002",2008 Q1,1.9,3.3,1.4
"79","HICP",1,"002",2008 Q3,1.9,3.8,1.9
"80","HICP",1,"002",2008 Q4,2.1,2.1,0
"81","HICP",1,"002",2009 Q1,2.1,1.2,-0.9
"82","HICP",1,"002",2009 Q4,1,0.5,-0.5
"83","HICP",1,"002",2010 Q4,1.7,1.9,0.2
"84","HICP",1,"002",2011 Q1,1.7,2.4,0.7
"85","HICP",1,"002",2011 Q3,1.8,2.5,0.7
"86","HICP",1,"002",2011 Q4,1.9,3,1.1
"87","HICP",1,"002",2012 Q1,2.2,2.7,0.5
"88","HICP",1,"002",2012 Q3,1.8,2.6,0.8
"89","HICP",1,"002",2012 Q4,2.2,2.2,0
"90","HICP",1,"002",2013 Q1,2.3,1.9,-0.4
"91","HICP",1,"002",2013 Q3,2.8,1.3,-1.5
"92","HICP",1,"002",2013 Q4,2.2,0.9,-1.3
"93","HICP",1,"002",2014 Q1,1.8,0.7,-1.1
"94","HICP",1,"002",2014 Q3,1.6,0.4,-1.2
"95","HICP",1,"002",2015 Q1,0.9,-0.3,-1.2
"96","HICP",1,"002",2015 Q3,0.8,0.1,-0.7
"97","HICP",1,"002",2015 Q4,0.5,0.2,-0.3
"98","HICP",1,"002",2016 Q1,0.4,-0.2,-0.6
"99","HICP",1,"002",2016 Q3,0.6,0.2,-0.4
"100","HICP",1,"002",2016 Q4,0.8,0.6,-0.2
"101","HICP",1,"002",2017 Q4,1.4,1.5,0.1
"102","HICP",1,"002",2018 Q2,1.1,1.9,0.8
"103","HICP",1,"003",1999 Q4,0.8,1.4,0.6
"104","HICP",1,"003",2000 Q1,1.1,1.9,0.8
"105","HICP",1,"003",2000 Q2,1.2,1.8,0.6
"106","HICP",1,"003",2000 Q3,1.3,2.1,0.8
"107","HICP",1,"003",2000 Q4,1.8,2.5,0.7
"108","HICP",1,"003",2001 Q1,2,2,0
"109","HICP",1,"003",2001 Q2,1.9,3.1,1.2
"110","HICP",1,"003",2001 Q4,1.9,2,0.1
"111","HICP",1,"003",2002 Q1,2,2.5,0.5
"112","HICP",1,"003",2002 Q2,1.9,2.1,0.2
"113","HICP",1,"003",2002 Q3,1.6,2.1,0.5
"114","HICP",1,"003",2002 Q4,1.7,2.3,0.6
"115","HICP",1,"003",2003 Q1,1.8,2.4,0.6
"116","HICP",1,"003",2003 Q3,2,2,0
"117","HICP",1,"003",2003 Q4,1.7,2.2,0.5
"118","HICP",1,"003",2004 Q1,1.8,1.6,-0.2
"119","HICP",1,"003",2004 Q3,1.8,2.4,0.6
"120","HICP",1,"003",2005 Q1,2,2.1,0.1
"121","HICP",1,"003",2006 Q1,2,2.4,0.4
"122","HICP",1,"003",2006 Q3,2,2.3,0.3
"123","HICP",1,"003",2007 Q1,2.1,1.8,-0.3
"124","HICP",1,"003",2007 Q4,2,3.1,1.1
"125","HICP",1,"003",2008 Q1,1.9,3.3,1.4
"126","HICP",1,"003",2008 Q2,1.9,3.7,1.8
"127","HICP",1,"003",2008 Q3,2,3.8,1.8
"128","HICP",1,"003",2009 Q4,1,0.5,-0.5
"129","HICP",1,"003",2010 Q1,1,0.8,-0.2
"130","HICP",1,"003",2010 Q3,0.9,1.6,0.7
"131","HICP",1,"003",2011 Q1,1,2.4,1.4
"132","HICP",1,"003",2011 Q3,1.6,2.5,0.9
"133","HICP",1,"003",2011 Q4,1.8,3,1.2
"134","HICP",1,"003",2012 Q1,2.4,2.7,0.3
"135","HICP",1,"003",2012 Q3,0.5,2.6,2.1
"136","HICP",1,"003",2013 Q2,2.2,1.4,-0.8
"137","HICP",1,"003",2013 Q3,2.2,1.3,-0.9
"138","HICP",1,"003",2014 Q3,1.6,0.4,-1.2
"139","HICP",1,"003",2015 Q1,0.6,-0.3,-0.9
"140","HICP",1,"003",2015 Q3,0.75,0.1,-0.65
"141","HICP",1,"003",2015 Q4,-0.25,0.2,0.45
"142","HICP",1,"003",2016 Q1,0.8,-0.2,-1
"143","HICP",1,"004",1999 Q4,1.3,1.4,0.0999999999999999
"144","HICP",1,"004",2000 Q1,1.7,1.9,0.2
"145","HICP",1,"004",2000 Q3,1.7,2.1,0.4
"146","HICP",1,"004",2000 Q4,1.8,2.5,0.7
"147","HICP",1,"004",2001 Q1,1.5,2,0.5
"148","HICP",1,"004",2001 Q2,1.8,3.1,1.3
"149","HICP",1,"004",2001 Q3,1.5,2.3,0.8
"150","HICP",1,"004",2001 Q4,1.7,2,0.3
"151","HICP",1,"004",2002 Q1,1.7,2.5,0.8
"152","HICP",1,"004",2002 Q3,1.4,2.1,0.7
"153","HICP",1,"004",2002 Q4,1.7,2.3,0.6
"154","HICP",1,"004",2003 Q1,1.5,2.4,0.9
"155","HICP",1,"004",2003 Q2,1.7,1.8,0.1
"156","HICP",1,"004",2003 Q3,1.7,2,0.3
"157","HICP",1,"004",2003 Q4,1.7,2.2,0.5
"158","HICP",1,"004",2004 Q1,1.3,1.6,0.3
"159","HICP",1,"004",2004 Q2,1.5,2.4,0.9
"160","HICP",1,"004",2004 Q3,1.6,2.4,0.8
"161","HICP",1,"004",2004 Q4,1.8,2.2,0.4
"162","HICP",1,"004",2005 Q1,1.8,2.1,0.3
"163","HICP",1,"004",2005 Q2,2.1,2,-0.1
"164","HICP",1,"004",2005 Q3,2.2,2.2,0
"165","HICP",1,"004",2005 Q4,2,2.3,0.3
"166","HICP",1,"004",2006 Q1,2,2.4,0.4
"167","HICP",1,"004",2006 Q3,1.7,2.3,0.6
"168","HICP",1,"004",2006 Q4,2.1,1.9,-0.2
"169","HICP",1,"004",2007 Q1,2.2,1.8,-0.4
"170","HICP",1,"004",2007 Q2,2,1.9,-0.1
"171","HICP",1,"004",2007 Q3,2,1.7,-0.3
"172","HICP",1,"004",2007 Q4,1.9,3.1,1.2
"173","HICP",1,"004",2008 Q1,2.4,3.3,0.9
"174","HICP",1,"004",2008 Q2,2.3,3.7,1.4
"175","HICP",1,"004",2008 Q3,2.1,3.8,1.7
"176","HICP",1,"004",2008 Q4,2,2.1,0.1
"177","HICP",1,"004",2009 Q1,1.9,1.2,-0.7
"178","HICP",1,"004",2009 Q3,1.5,-0.2,-1.7
"179","HICP",1,"004",2009 Q4,1,0.5,-0.5
"180","HICP",1,"004",2010 Q1,0.8,0.8,0
"181","HICP",1,"004",2010 Q3,1.2,1.6,0.4
"182","HICP",1,"004",2010 Q4,1.5,1.9,0.4
"183","HICP",1,"004",2011 Q1,1.6,2.4,0.8
"184","HICP",1,"004",2011 Q2,1.4,2.7,1.3
"185","HICP",1,"004",2011 Q3,1.4,2.5,1.1
"186","HICP",1,"004",2011 Q4,2,3,1
"187","HICP",1,"004",2012 Q1,1.6,2.7,1.1
"188","HICP",1,"004",2012 Q2,1.6,2.4,0.8
"189","HICP",1,"004",2012 Q3,1.5,2.6,1.1
"190","HICP",1,"004",2012 Q4,2,2.2,0.2
"191","HICP",1,"004",2013 Q1,2.1,1.9,-0.2
"192","HICP",1,"004",2013 Q3,1.5,1.3,-0.2
"193","HICP",1,"004",2013 Q4,1.5,0.9,-0.6
"194","HICP",1,"004",2014 Q1,1.4,0.7,-0.7
"195","HICP",1,"004",2014 Q2,1.5,0.5,-1
"196","HICP",1,"004",2014 Q3,1.4,0.4,-1
"197","HICP",1,"004",2014 Q4,1.2,0.3,-0.9
"198","HICP",1,"004",2015 Q1,1.4,-0.3,-1.7
"199","HICP",1,"004",2015 Q2,1.4,0.3,-1.1
"200","HICP",1,"004",2015 Q4,1,0.2,-0.8
"201","HICP",1,"004",2016 Q1,1.1,-0.2,-1.3
"202","HICP",1,"004",2016 Q2,1.3,-0.1,-1.4
"203","HICP",1,"004",2016 Q3,1.4,0.2,-1.2
"204","HICP",1,"004",2016 Q4,1.9,0.6,-1.3
"205","HICP",1,"004",2017 Q1,1.5,2,0.5
"206","HICP",1,"004",2017 Q2,1.4,1.4,0
"207","HICP",1,"004",2017 Q3,1.4,1.5,0.1
"208","HICP",1,"004",2017 Q4,1.5,1.5,0
"209","HICP",1,"004",2018 Q1,1.6,1.1,-0.5
"210","HICP",1,"004",2018 Q2,1.5,1.9,0.4
"211","HICP",1,"005",1999 Q4,1.1,1.4,0.3
"212","HICP",1,"005",2000 Q1,1.4,1.9,0.5
"213","HICP",1,"005",2000 Q2,1.4,1.8,0.4
"214","HICP",1,"005",2000 Q3,1.5,2.1,0.6
"215","HICP",1,"005",2000 Q4,1.6,2.5,0.9
"216","HICP",1,"005",2001 Q1,1.6,2,0.4
"217","HICP",1,"005",2001 Q2,1.7,3.1,1.4
"218","HICP",1,"005",2001 Q3,1.9,2.3,0.4
"219","HICP",1,"005",2001 Q4,1.5,2,0.5
"220","HICP",1,"005",2002 Q1,1.7,2.5,0.8
"221","HICP",1,"005",2002 Q2,1.9,2.1,0.2
"222","HICP",1,"005",2002 Q3,1.6,2.1,0.5
"223","HICP",1,"005",2003 Q1,1.7,2.4,0.7
"224","HICP",1,"005",2003 Q2,1.7,1.8,0.1
"225","HICP",1,"005",2003 Q4,1.8,2.2,0.4
"226","HICP",1,"005",2004 Q1,1.7,1.6,-0.0999999999999999
"227","HICP",1,"005",2004 Q3,1.8,2.4,0.6
"228","HICP",1,"005",2005 Q3,1.8,2.2,0.4
"229","HICP",1,"005",2005 Q4,1.8,2.3,0.5
"230","HICP",1,"005",2006 Q1,2,2.4,0.4
"231","HICP",1,"005",2006 Q2,1.7,2.5,0.8
"232","HICP",1,"005",2006 Q3,2,2.3,0.3
"233","HICP",1,"005",2006 Q4,2.3,1.9,-0.4
"234","HICP",1,"005",2007 Q1,2,1.8,-0.2
"235","HICP",1,"005",2007 Q2,2.1,1.9,-0.2
"236","HICP",1,"005",2007 Q3,1.8,1.7,-0.1
"237","HICP",1,"005",2007 Q4,2,3.1,1.1
"238","HICP",1,"005",2008 Q1,1.8,3.3,1.5
"239","HICP",1,"005",2008 Q3,2.2,3.8,1.6
"240","HICP",1,"005",2008 Q4,2.4,2.1,-0.3
"241","HICP",1,"005",2009 Q2,2.5,0,-2.5
"242","HICP",1,"005",2009 Q3,2.5,-0.2,-2.7
"243","HICP",1,"005",2009 Q4,0.8,0.5,-0.3
"244","HICP",1,"005",2010 Q1,0.9,0.8,-0.1
"245","HICP",1,"005",2010 Q3,1.4,1.6,0.2
"246","HICP",1,"005",2011 Q1,1.6,2.4,0.8
"247","HICP",1,"005",2011 Q2,1.7,2.7,1
"248","HICP",1,"005",2011 Q3,1.6,2.5,0.9
"249","HICP",1,"005",2011 Q4,1.8,3,1.2
"250","HICP",1,"005",2012 Q1,2.2,2.7,0.5
"251","HICP",1,"005",2012 Q2,2.2,2.4,0.2
"252","HICP",1,"005",2012 Q3,2,2.6,0.6
"253","HICP",1,"005",2012 Q4,1.6,2.2,0.6
"254","HICP",1,"005",2013 Q3,2,1.3,-0.7
"255","HICP",1,"005",2014 Q3,1.2,0.4,-0.8
"256","HICP",1,"005",2014 Q4,1.1,0.3,-0.8
"257","HICP",1,"005",2015 Q1,1,-0.3,-1.3
"258","HICP",1,"005",2015 Q4,0.3,0.2,-0.1
"259","HICP",1,"005",2016 Q1,1,-0.2,-1.2
"260","HICP",1,"005",2016 Q4,1.1,0.6,-0.5
"261","HICP",1,"005",2017 Q1,1,2,1
"262","HICP",1,"005",2017 Q2,1,1.4,0.4
"263","HICP",1,"005",2018 Q1,1.825,1.1,-0.725
"264","HICP",1,"006",1999 Q4,1.1,1.4,0.3
"265","HICP",1,"006",2001 Q3,2.5,2.3,-0.2
"266","HICP",1,"006",2012 Q2,1.7,2.4,0.7
"267","HICP",1,"006",2012 Q3,1.5,2.6,1.1
"268","HICP",1,"006",2012 Q4,2,2.2,0.2
"269","HICP",1,"006",2013 Q1,2.1,1.9,-0.2
"270","HICP",1,"006",2013 Q2,1.8,1.4,-0.4
"271","HICP",1,"006",2013 Q3,2,1.3,-0.7
"272","HICP",1,"006",2013 Q4,1.3,0.9,-0.4
"273","HICP",1,"006",2014 Q1,1.4,0.7,-0.7
"274","HICP",1,"006",2014 Q2,1.4,0.5,-0.9
"275","HICP",1,"006",2014 Q3,1.6,0.4,-1.2
"276","HICP",1,"006",2014 Q4,1.3,0.3,-1
"277","HICP",1,"006",2015 Q1,1.4,-0.3,-1.7
"278","HICP",1,"006",2015 Q2,1.4,0.3,-1.1
"279","HICP",1,"006",2015 Q3,1.1,0.1,-1
"280","HICP",1,"006",2015 Q4,0.6,0.2,-0.4
"281","HICP",1,"006",2016 Q1,1.1,-0.2,-1.3
"282","HICP",1,"006",2016 Q2,1,-0.1,-1.1
"283","HICP",1,"006",2016 Q3,1,0.2,-0.8
"284","HICP",1,"006",2016 Q4,0.8,0.6,-0.2
"285","HICP",1,"006",2017 Q1,0.8,2,1.2
"286","HICP",1,"006",2017 Q2,1,1.4,0.4
"287","HICP",1,"006",2017 Q3,1.3,1.5,0.2
"288","HICP",1,"006",2017 Q4,1.6,1.5,-0.1
"289","HICP",1,"006",2018 Q1,1.6,1.1,-0.5
"290","HICP",1,"006",2018 Q2,1.6,1.9,0.3
"291","HICP",1,"007",1999 Q4,0.8,1.4,0.6
"292","HICP",1,"007",2000 Q1,1.4,1.9,0.5
"293","HICP",1,"007",2000 Q2,1.3,1.8,0.5
"294","HICP",1,"007",2000 Q3,1.4,2.1,0.7
"295","HICP",1,"007",2000 Q4,1.8,2.5,0.7
"296","HICP",1,"007",2001 Q1,2.1,2,-0.1
"297","HICP",1,"007",2001 Q2,2,3.1,1.1
"298","HICP",1,"007",2001 Q3,1.8,2.3,0.5
"299","HICP",1,"007",2001 Q4,1.7,2,0.3
"300","HICP",1,"007",2002 Q1,1.6,2.5,0.9
"301","HICP",1,"007",2002 Q2,1.6,2.1,0.5
"302","HICP",1,"007",2002 Q4,1.5,2.3,0.8
"303","HICP",1,"007",2003 Q1,1.9,2.4,0.5
"304","HICP",1,"007",2003 Q3,1.8,2,0.2
"305","HICP",1,"007",2003 Q4,1.7,2.2,0.5
"306","HICP",1,"007",2004 Q1,1,1.6,0.6
"307","HICP",1,"007",2004 Q3,1.4,2.4,1
"308","HICP",1,"007",2004 Q4,1.6,2.2,0.6
"309","HICP",1,"007",2005 Q1,1.5,2.1,0.6
"310","HICP",1,"007",2005 Q2,1.3,2,0.7
"311","HICP",1,"007",2005 Q3,1.7,2.2,0.5
"312","HICP",1,"007",2005 Q4,1.4,2.3,0.9
"313","HICP",1,"007",2006 Q1,1.4,2.4,1
"314","HICP",1,"007",2006 Q3,1.6,2.3,0.7
"315","HICP",1,"007",2006 Q4,2.1,1.9,-0.2
"316","HICP",1,"007",2007 Q1,2.1,1.8,-0.3
"317","HICP",1,"007",2007 Q3,1.6,1.7,0.0999999999999999
"318","HICP",1,"007",2007 Q4,1.5,3.1,1.6
"319","HICP",1,"007",2008 Q1,2.1,3.3,1.2
"320","HICP",1,"007",2008 Q2,2.2,3.7,1.5
"321","HICP",1,"007",2008 Q3,1.9,3.8,1.9
"322","HICP",1,"007",2008 Q4,2,2.1,0.1
"323","HICP",1,"007",2009 Q1,2.1,1.2,-0.9
"324","HICP",1,"007",2009 Q2,2.6,0,-2.6
"325","HICP",1,"007",2009 Q3,2,-0.2,-2.2
"326","HICP",1,"007",2009 Q4,0.7,0.5,-0.2
"327","HICP",1,"007",2010 Q1,1.1,0.8,-0.3
"328","HICP",1,"007",2010 Q2,0.6,1.7,1.1
"329","HICP",1,"007",2010 Q3,0.7,1.6,0.9
"330","HICP",1,"007",2010 Q4,0.6,1.9,1.3
"331","HICP",1,"007",2011 Q1,1.5,2.4,0.9
"332","HICP",1,"007",2011 Q2,1.5,2.7,1.2
"333","HICP",1,"007",2011 Q3,1.4,2.5,1.1
"334","HICP",1,"007",2011 Q4,1,3,2
"335","HICP",1,"007",2012 Q1,1.3,2.7,1.4
"336","HICP",1,"007",2012 Q2,1.5,2.4,0.9
"337","HICP",1,"007",2012 Q3,1.5,2.6,1.1
"338","HICP",1,"007",2012 Q4,0.9,2.2,1.3
"339","HICP",1,"007",2013 Q1,1.2,1.9,0.7
"340","HICP",1,"007",2013 Q2,1.3,1.4,0.0999999999999999
"341","HICP",1,"007",2013 Q3,1.6,1.3,-0.3
"342","HICP",1,"007",2013 Q4,1.2,0.9,-0.3
"343","HICP",1,"007",2014 Q1,1.4,0.7,-0.7
"344","HICP",1,"007",2015 Q2,1,0.3,-0.7
"345","HICP",1,"007",2016 Q1,0.7,-0.2,-0.9
"346","HICP",1,"008",2008 Q1,2,3.3,1.3
"347","HICP",1,"008",2008 Q2,2,3.7,1.7
"348","HICP",1,"008",2008 Q3,2.2,3.8,1.6
"349","HICP",1,"008",2009 Q1,2.4,1.2,-1.2
"350","HICP",1,"008",2009 Q2,2.3,0,-2.3
"351","HICP",1,"008",2009 Q3,1.8,-0.2,-2
"352","HICP",1,"008",2009 Q4,1.6,0.5,-1.1
"353","HICP",1,"008",2010 Q1,1.4,0.8,-0.6
"354","HICP",1,"008",2010 Q2,1.1,1.7,0.6
"355","HICP",1,"008",2010 Q3,1.4,1.6,0.2
"356","HICP",1,"008",2010 Q4,1.6,1.9,0.3
"357","HICP",1,"008",2011 Q1,1.6,2.4,0.8
"358","HICP",1,"008",2011 Q2,1.5,2.7,1.2
"359","HICP",1,"008",2011 Q3,1.8,2.5,0.7
"360","HICP",1,"008",2011 Q4,1.9,3,1.1
"361","HICP",1,"008",2012 Q1,2.1,2.7,0.6
"362","HICP",1,"008",2012 Q2,2,2.4,0.4
"363","HICP",1,"008",2012 Q3,1.9,2.6,0.7
"364","HICP",1,"008",2012 Q4,1.9,2.2,0.3
"365","HICP",1,"008",2013 Q1,1.7,1.9,0.2
"366","HICP",1,"008",2013 Q2,1.9,1.4,-0.5
"367","HICP",1,"008",2013 Q3,2,1.3,-0.7
"368","HICP",1,"008",2013 Q4,2.1,0.9,-1.2
"369","HICP",1,"008",2014 Q1,1.7,0.7,-1
"370","HICP",1,"008",2014 Q2,1.7,0.5,-1.2
"371","HICP",1,"008",2014 Q3,1.5,0.4,-1.1
"372","HICP",1,"008",2014 Q4,1.4,0.3,-1.1
"373","HICP",1,"008",2016 Q1,0.9,-0.2,-1.1
"374","HICP",1,"008",2016 Q3,1.3,0.2,-1.1
"375","HICP",1,"008",2017 Q1,1,2,1
"376","HICP",1,"008",2018 Q2,1.8,1.9,0.0999999999999999
"377","HICP",1,"009",1999 Q4,0.6,1.4,0.8
"378","HICP",1,"009",2000 Q1,1.2,1.9,0.7
"379","HICP",1,"009",2000 Q2,1.3,1.8,0.5
"380","HICP",1,"009",2000 Q3,1.3,2.1,0.8
"381","HICP",1,"009",2000 Q4,1.8,2.5,0.7
"382","HICP",1,"009",2001 Q1,1.7,2,0.3
"383","HICP",1,"009",2001 Q2,2,3.1,1.1
"384","HICP",1,"009",2001 Q3,2,2.3,0.3
"385","HICP",1,"009",2001 Q4,1.9,2,0.1
"386","HICP",1,"009",2002 Q1,1.9,2.5,0.6
"387","HICP",1,"009",2002 Q3,1.8,2.1,0.3
"388","HICP",1,"009",2003 Q1,2,2.4,0.4
"389","HICP",1,"009",2003 Q2,1.7,1.8,0.1
"390","HICP",1,"009",2004 Q1,2,1.6,-0.4
"391","HICP",1,"009",2004 Q2,1.7,2.4,0.7
"392","HICP",1,"009",2004 Q4,1.8,2.2,0.4
"393","HICP",1,"009",2005 Q1,1.8,2.1,0.3
"394","HICP",1,"009",2005 Q2,1.9,2,0.1
"395","HICP",1,"009",2005 Q3,2.2,2.2,0
"396","HICP",1,"009",2005 Q4,2,2.3,0.3
"397","HICP",1,"009",2006 Q1,1.7,2.4,0.7
"398","HICP",1,"009",2006 Q2,1.7,2.5,0.8
"399","HICP",1,"009",2006 Q3,1.9,2.3,0.4
"400","HICP",1,"009",2007 Q1,2.1,1.8,-0.3
"401","HICP",1,"009",2007 Q2,2.3,1.9,-0.4
"402","HICP",1,"009",2007 Q3,2.3,1.7,-0.6
"403","HICP",1,"009",2008 Q2,1.6,3.7,2.1
"404","HICP",1,"009",2008 Q3,1.9,3.8,1.9
"405","HICP",1,"010",1999 Q4,1.1,1.4,0.3
"406","HICP",1,"010",2000 Q2,1.5,1.8,0.3
"407","HICP",1,"010",2000 Q4,1.6,2.5,0.9
"408","HICP",1,"010",2001 Q1,1.6,2,0.4
"409","HICP",1,"010",2001 Q2,1.9,3.1,1.2
"410","HICP",1,"010",2001 Q3,2.4,2.3,-0.1
"411","HICP",1,"010",2001 Q4,1.6,2,0.4
"412","HICP",1,"010",2002 Q1,1.6,2.5,0.9
"413","HICP",1,"010",2002 Q3,1.9,2.1,0.2
"414","HICP",1,"010",2003 Q2,1.8,1.8,0
"415","HICP",1,"010",2003 Q3,1.9,2,0.1
"416","HICP",1,"010",2003 Q4,1.65713259,2.2,0.54286741
"417","HICP",1,"010",2004 Q2,1.57856433,2.4,0.82143567
"418","HICP",1,"010",2004 Q3,1.59467053,2.4,0.80532947
"419","HICP",1,"010",2005 Q1,1.68009252,2.1,0.41990748
"420","HICP",1,"010",2005 Q3,2.03550593,2.2,0.16449407
"421","HICP",1,"010",2005 Q4,1.66313249,2.3,0.63686751
"422","HICP",1,"010",2006 Q4,1.73911746,1.9,0.16088254
"423","HICP",1,"010",2007 Q1,2.1,1.8,-0.3
"424","HICP",1,"010",2007 Q2,2.02,1.9,-0.12
"425","HICP",1,"010",2007 Q3,2.2,1.7,-0.5
"426","HICP",1,"010",2007 Q4,2.1,3.1,1
"427","HICP",1,"010",2008 Q1,2.2,3.3,1.1
"428","HICP",1,"010",2008 Q2,2,3.7,1.7
"429","HICP",1,"010",2008 Q3,2.1,3.8,1.7
"430","HICP",1,"010",2009 Q1,1.9,1.2,-0.7
"431","HICP",1,"010",2009 Q2,2.3,0,-2.3
"432","HICP",1,"010",2009 Q3,2.2,-0.2,-2.4
"433","HICP",1,"010",2009 Q4,1.7,0.5,-1.2
"434","HICP",1,"010",2010 Q1,0.8,0.8,0
"435","HICP",1,"010",2010 Q3,1.6,1.6,0
"436","HICP",1,"010",2010 Q4,1.3,1.9,0.6
"437","HICP",1,"010",2011 Q1,1.3,2.4,1.1
"438","HICP",1,"010",2011 Q2,1.4,2.7,1.3
"439","HICP",1,"010",2017 Q2,1.5,1.4,-0.1
"440","HICP",1,"010",2017 Q4,1.3,1.5,0.2
"441","HICP",1,"010",2018 Q2,1.4,1.9,0.5
"442","HICP",1,"011",1999 Q4,1.5,1.4,-0.1
"443","HICP",1,"011",2000 Q1,1.5,1.9,0.4
"444","HICP",1,"011",2000 Q2,1.2,1.8,0.6
"445","HICP",1,"011",2000 Q3,1.1,2.1,1
"446","HICP",1,"011",2000 Q4,1.4,2.5,1.1
"447","HICP",1,"011",2001 Q2,1.6,3.1,1.5
"448","HICP",1,"011",2001 Q3,2,2.3,0.3
"449","HICP",1,"011",2001 Q4,1.7,2,0.3
"450","HICP",1,"011",2002 Q1,1.9,2.5,0.6
"451","HICP",1,"011",2002 Q2,1.7,2.1,0.4
