"","FCT_TOPIC","FCT_HORIZON","FCT_SOURCE","TIME_PERIOD","OBS_VALUE","TRUE_VALUE","ERR_VALUE"
"2765","HICP",1,"092",2004 Q4,1.5,2.2,0.7
"2766","HICP",1,"092",2005 Q1,1.9,2.1,0.2
"2767","HICP",1,"092",2005 Q2,1.9,2,0.1
"2768","HICP",1,"092",2005 Q3,1.9,2.2,0.3
"2769","HICP",1,"092",2005 Q4,1.8,2.3,0.5
"2770","HICP",1,"092",2006 Q1,1.9,2.4,0.5
"2771","HICP",1,"092",2006 Q2,1.97,2.5,0.53
"2772","HICP",1,"092",2006 Q3,1.8,2.3,0.5
"2773","HICP",1,"092",2007 Q1,2.2,1.8,-0.4
"2774","HICP",1,"092",2007 Q2,1.9,1.9,0
"2775","HICP",1,"092",2007 Q3,1.9,1.7,-0.2
"2776","HICP",1,"092",2007 Q4,1.9,3.1,1.2
"2777","HICP",1,"092",2008 Q1,2.2,3.3,1.1
"2778","HICP",1,"092",2008 Q2,1.9,3.7,1.8
"2779","HICP",1,"092",2008 Q3,1.9,3.8,1.9
"2780","HICP",1,"092",2012 Q3,1.2,2.6,1.4
"2781","HICP",1,"092",2012 Q4,1.5,2.2,0.7
"2782","HICP",1,"092",2013 Q1,1.5,1.9,0.4
"2783","HICP",1,"092",2013 Q2,1.5,1.4,-0.1
"2784","HICP",1,"092",2013 Q3,1.7,1.3,-0.4
"2785","HICP",1,"092",2013 Q4,1.6,0.9,-0.7
"2786","HICP",1,"092",2014 Q1,1.2646303078,0.7,-0.5646303078
"2787","HICP",1,"092",2014 Q2,1.4,0.5,-0.9
"2788","HICP",1,"092",2014 Q3,1.2186278944,0.4,-0.8186278944
"2789","HICP",1,"092",2014 Q4,1.1358974824,0.3,-0.8358974824
"2790","HICP",1,"092",2015 Q1,1.2279301286,-0.3,-1.5279301286
"2791","HICP",1,"092",2015 Q2,0.9840740495,0.3,-0.6840740495
"2792","HICP",1,"092",2015 Q3,1.1316432822,0.1,-1.0316432822
"2793","HICP",1,"092",2015 Q4,0.8373932513,0.2,-0.6373932513
"2794","HICP",1,"092",2016 Q1,0.0158368605,-0.2,-0.2158368605
"2795","HICP",1,"092",2016 Q3,1.46915,0.2,-1.26915
"2796","HICP",1,"092",2016 Q4,1.5405,0.6,-0.9405
"2797","HICP",1,"092",2017 Q1,0.8719,2,1.1281
"2798","HICP",1,"092",2017 Q2,1.0641027534,1.4,0.3358972466
"2799","HICP",1,"092",2017 Q3,1.1433377805,1.5,0.3566622195
"2800","HICP",1,"092",2017 Q4,1.19489977,1.5,0.30510023
"2801","HICP",1,"093",2001 Q2,2,3.1,1.1
"2802","HICP",1,"093",2001 Q3,2,2.3,0.3
"2803","HICP",1,"093",2001 Q4,1.8,2,0.2
"2804","HICP",1,"093",2002 Q1,1.6,2.5,0.9
"2805","HICP",1,"093",2002 Q2,2.2,2.1,-0.1
"2806","HICP",1,"093",2002 Q3,1.7,2.1,0.4
"2807","HICP",1,"093",2002 Q4,1.8,2.3,0.5
"2808","HICP",1,"093",2003 Q1,1.9,2.4,0.5
"2809","HICP",1,"093",2003 Q2,1.9,1.8,-0.0999999999999999
"2810","HICP",1,"093",2003 Q3,1.8,2,0.2
"2811","HICP",1,"093",2003 Q4,1.7,2.2,0.5
"2812","HICP",1,"093",2004 Q1,2.1,1.6,-0.5
"2813","HICP",1,"093",2004 Q2,1.9,2.4,0.5
"2814","HICP",1,"093",2004 Q3,1.9,2.4,0.5
"2815","HICP",1,"093",2004 Q4,1.9,2.2,0.3
"2816","HICP",1,"093",2005 Q1,1.7,2.1,0.4
"2817","HICP",1,"093",2005 Q2,1.8,2,0.2
"2818","HICP",1,"093",2005 Q3,1.8,2.2,0.4
"2819","HICP",1,"093",2005 Q4,1.9,2.3,0.4
"2820","HICP",1,"093",2006 Q1,1.7,2.4,0.7
"2821","HICP",1,"093",2006 Q3,2.2,2.3,0.0999999999999996
"2822","HICP",1,"093",2006 Q4,2.1,1.9,-0.2
"2823","HICP",1,"093",2007 Q1,2.3,1.8,-0.5
"2824","HICP",1,"093",2007 Q2,2.2,1.9,-0.3
"2825","HICP",1,"093",2007 Q3,2.2,1.7,-0.5
"2826","HICP",1,"093",2007 Q4,2.2,3.1,0.9
"2827","HICP",1,"093",2008 Q1,2.1,3.3,1.2
"2828","HICP",1,"093",2008 Q2,2,3.7,1.7
"2829","HICP",1,"093",2008 Q3,2,3.8,1.8
"2830","HICP",1,"093",2008 Q4,1.9,2.1,0.2
"2831","HICP",1,"093",2009 Q1,2,1.2,-0.8
"2832","HICP",1,"093",2009 Q2,2.4,0,-2.4
"2833","HICP",1,"093",2009 Q3,2.4,-0.2,-2.6
"2834","HICP",1,"093",2009 Q4,1.9,0.5,-1.4
"2835","HICP",1,"093",2010 Q1,1.8,0.8,-1
"2836","HICP",1,"093",2010 Q2,2.1,1.7,-0.4
"2837","HICP",1,"093",2010 Q3,1.7,1.6,-0.0999999999999999
"2838","HICP",1,"093",2010 Q4,2.3,1.9,-0.4
"2839","HICP",1,"093",2011 Q1,2,2.4,0.4
"2840","HICP",1,"093",2011 Q2,1.8,2.7,0.9
"2841","HICP",1,"093",2011 Q3,1.8,2.5,0.7
"2842","HICP",1,"093",2011 Q4,1.8,3,1.2
"2843","HICP",1,"093",2012 Q1,2,2.7,0.7
"2844","HICP",1,"093",2012 Q2,2,2.4,0.4
"2845","HICP",1,"093",2012 Q3,2,2.6,0.6
"2846","HICP",1,"093",2012 Q4,1.9,2.2,0.3
"2847","HICP",1,"093",2013 Q1,1.9,1.9,0
"2848","HICP",1,"093",2013 Q2,1.9,1.4,-0.5
"2849","HICP",1,"093",2013 Q3,2,1.3,-0.7
"2850","HICP",1,"093",2013 Q4,2.1,0.9,-1.2
"2851","HICP",1,"093",2014 Q1,1.9,0.7,-1.2
"2852","HICP",1,"093",2014 Q2,1.6,0.5,-1.1
"2853","HICP",1,"093",2014 Q3,1.8,0.4,-1.4
"2854","HICP",1,"093",2014 Q4,1.7,0.3,-1.4
"2855","HICP",1,"093",2015 Q1,2,-0.3,-2.3
"2856","HICP",1,"093",2015 Q2,1.4,0.3,-1.1
"2857","HICP",1,"093",2015 Q3,1.7,0.1,-1.6
"2858","HICP",1,"093",2015 Q4,1.8,0.2,-1.6
"2859","HICP",1,"093",2016 Q1,1.6,-0.2,-1.8
"2860","HICP",1,"093",2016 Q2,1.6,-0.1,-1.7
"2861","HICP",1,"093",2016 Q3,1.2,0.2,-1
"2862","HICP",1,"093",2016 Q4,1.1,0.6,-0.5
"2863","HICP",1,"093",2017 Q1,0.8,2,1.2
"2864","HICP",1,"093",2017 Q2,1.1,1.4,0.3
"2865","HICP",1,"093",2017 Q3,0.9,1.5,0.6
"2866","HICP",1,"093",2017 Q4,1,1.5,0.5
"2867","HICP",1,"093",2018 Q1,1.5,1.1,-0.4
"2868","HICP",1,"093",2018 Q2,1.7,1.9,0.2
"2869","HICP",1,"094",1999 Q4,1.4,1.4,0
"2870","HICP",1,"094",2000 Q1,1.5,1.9,0.4
"2871","HICP",1,"094",2000 Q2,1.9,1.8,-0.0999999999999999
"2872","HICP",1,"094",2000 Q3,1.3,2.1,0.8
"2873","HICP",1,"094",2000 Q4,1.5,2.5,1
"2874","HICP",1,"094",2001 Q1,1.7,2,0.3
"2875","HICP",1,"094",2001 Q2,1.5,3.1,1.6
"2876","HICP",1,"094",2001 Q3,1.9,2.3,0.4
"2877","HICP",1,"094",2001 Q4,0.9,2,1.1
"2878","HICP",1,"094",2002 Q1,2,2.5,0.5
"2879","HICP",1,"094",2002 Q2,2.8,2.1,-0.7
"2880","HICP",1,"094",2002 Q3,2,2.1,0.1
"2881","HICP",1,"094",2002 Q4,2.3,2.3,0
"2882","HICP",1,"094",2003 Q1,2.2,2.4,0.2
"2883","HICP",1,"094",2003 Q2,1.7,1.8,0.1
"2884","HICP",1,"094",2003 Q3,1.8,2,0.2
"2885","HICP",1,"094",2003 Q4,1.8,2.2,0.4
"2886","HICP",1,"094",2004 Q1,2,1.6,-0.4
"2887","HICP",1,"094",2004 Q3,2,2.4,0.4
"2888","HICP",1,"094",2004 Q4,2.1,2.2,0.1
"2889","HICP",1,"094",2005 Q1,1.8,2.1,0.3
"2890","HICP",1,"094",2005 Q2,1.7,2,0.3
"2891","HICP",1,"094",2005 Q3,1.7,2.2,0.5
"2892","HICP",1,"094",2005 Q4,1.7,2.3,0.6
"2893","HICP",1,"094",2006 Q2,1.8,2.5,0.7
"2894","HICP",1,"094",2006 Q3,2,2.3,0.3
"2895","HICP",1,"094",2006 Q4,1.8,1.9,0.0999999999999999
"2896","HICP",1,"094",2007 Q1,2.2,1.8,-0.4
"2897","HICP",1,"094",2007 Q2,2.2,1.9,-0.3
"2898","HICP",1,"094",2007 Q3,2.3,1.7,-0.6
"2899","HICP",1,"094",2007 Q4,2.4,3.1,0.7
"2900","HICP",1,"094",2008 Q1,2.1,3.3,1.2
"2901","HICP",1,"094",2008 Q2,2.1,3.7,1.6
"2902","HICP",1,"094",2008 Q3,2.1,3.8,1.7
"2903","HICP",1,"094",2008 Q4,2.1,2.1,0
"2904","HICP",1,"094",2009 Q1,1.7,1.2,-0.5
"2905","HICP",1,"094",2009 Q2,2.4,0,-2.4
"2906","HICP",1,"094",2009 Q3,0.4,-0.2,-0.6
"2907","HICP",1,"094",2009 Q4,0.7,0.5,-0.2
"2908","HICP",1,"094",2010 Q1,1,0.8,-0.2
"2909","HICP",1,"094",2010 Q2,0.8,1.7,0.9
"2910","HICP",1,"094",2010 Q3,0.4,1.6,1.2
"2911","HICP",1,"094",2010 Q4,1.3,1.9,0.6
"2912","HICP",1,"094",2011 Q1,1.1,2.4,1.3
"2913","HICP",1,"094",2011 Q2,0.7,2.7,2
"2914","HICP",1,"094",2011 Q3,0.9,2.5,1.6
"2915","HICP",1,"094",2011 Q4,2.1,3,0.9
"2916","HICP",1,"094",2012 Q1,2.7,2.7,0
"2917","HICP",1,"094",2012 Q2,2.5,2.4,-0.1
"2918","HICP",1,"094",2012 Q3,3,2.6,-0.4
"2919","HICP",1,"094",2012 Q4,3.3,2.2,-1.1
"2920","HICP",1,"094",2013 Q1,2.8,1.9,-0.9
"2921","HICP",1,"094",2013 Q2,2.6,1.4,-1.2
"2922","HICP",1,"094",2013 Q3,2.4,1.3,-1.1
"2923","HICP",1,"094",2013 Q4,1.8,0.9,-0.9
"2924","HICP",1,"094",2014 Q1,2.4,0.7,-1.7
"2925","HICP",1,"094",2014 Q2,2,0.5,-1.5
"2926","HICP",1,"094",2014 Q3,2,0.4,-1.6
"2927","HICP",1,"094",2014 Q4,1.6,0.3,-1.3
"2928","HICP",1,"094",2015 Q1,1.7,-0.3,-2
"2929","HICP",1,"094",2015 Q2,1.7,0.3,-1.4
"2930","HICP",1,"094",2015 Q3,1.5,0.1,-1.4
"2931","HICP",1,"094",2015 Q4,0.7,0.2,-0.5
"2932","HICP",1,"094",2016 Q1,1.9,-0.2,-2.1
"2933","HICP",1,"094",2016 Q2,1.9,-0.1,-2
"2934","HICP",1,"094",2016 Q3,1.4,0.2,-1.2
"2935","HICP",1,"094",2016 Q4,0.9,0.6,-0.3
"2936","HICP",1,"094",2017 Q1,0.924,2,1.076
"2937","HICP",1,"094",2017 Q2,1.2,1.4,0.2
"2938","HICP",1,"094",2017 Q3,1.5,1.5,0
"2939","HICP",1,"094",2017 Q4,1.689,1.5,-0.189
"2940","HICP",1,"094",2018 Q1,1.659,1.1,-0.559
"2941","HICP",1,"094",2018 Q2,1.669,1.9,0.231
"2942","HICP",1,"095",1999 Q4,0.8,1.4,0.6
"2943","HICP",1,"095",2000 Q1,1,1.9,0.9
"2944","HICP",1,"095",2000 Q2,1.1,1.8,0.7
"2945","HICP",1,"095",2000 Q3,1.4,2.1,0.7
"2946","HICP",1,"095",2000 Q4,1.6,2.5,0.9
"2947","HICP",1,"095",2001 Q1,1.5,2,0.5
"2948","HICP",1,"095",2001 Q2,1.9,3.1,1.2
"2949","HICP",1,"095",2001 Q3,1.9,2.3,0.4
"2950","HICP",1,"095",2001 Q4,1.7,2,0.3
"2951","HICP",1,"095",2002 Q2,2.2,2.1,-0.1
"2952","HICP",1,"095",2002 Q3,1.3,2.1,0.8
"2953","HICP",1,"095",2002 Q4,1.5,2.3,0.8
"2954","HICP",1,"095",2003 Q1,1.9,2.4,0.5
"2955","HICP",1,"095",2003 Q2,1.8,1.8,0
"2956","HICP",1,"095",2003 Q3,1.8,2,0.2
"2957","HICP",1,"095",2003 Q4,1.7,2.2,0.5
"2958","HICP",1,"095",2004 Q1,1.6,1.6,0
"2959","HICP",1,"095",2004 Q2,1.6,2.4,0.8
"2960","HICP",1,"095",2004 Q3,1.6,2.4,0.8
"2961","HICP",1,"095",2004 Q4,1.6,2.2,0.6
"2962","HICP",1,"095",2005 Q1,1.7,2.1,0.4
"2963","HICP",1,"095",2005 Q2,1.8,2,0.2
"2964","HICP",1,"095",2005 Q3,1.8,2.2,0.4
"2965","HICP",1,"095",2005 Q4,1.8,2.3,0.5
"2966","HICP",1,"095",2006 Q1,1.8,2.4,0.6
"2967","HICP",1,"095",2006 Q2,1.9,2.5,0.6
"2968","HICP",1,"095",2006 Q3,2.2,2.3,0.0999999999999996
"2969","HICP",1,"095",2006 Q4,2,1.9,-0.1
"2970","HICP",1,"095",2007 Q1,2.2,1.8,-0.4
"2971","HICP",1,"095",2007 Q2,2.1,1.9,-0.2
"2972","HICP",1,"095",2007 Q3,2.2,1.7,-0.5
"2973","HICP",1,"095",2007 Q4,2.1,3.1,1
"2974","HICP",1,"095",2008 Q1,1.9,3.3,1.4
"2975","HICP",1,"095",2008 Q2,2,3.7,1.7
"2976","HICP",1,"095",2008 Q3,1.9,3.8,1.9
"2977","HICP",1,"095",2008 Q4,2,2.1,0.1
"2978","HICP",1,"095",2009 Q1,2.2,1.2,-1
"2979","HICP",1,"095",2009 Q2,2.2,0,-2.2
"2980","HICP",1,"095",2009 Q3,2,-0.2,-2.2
"2981","HICP",1,"095",2009 Q4,2,0.5,-1.5
"2982","HICP",1,"095",2010 Q1,1.4,0.8,-0.6
"2983","HICP",1,"095",2010 Q2,1.8,1.7,-0.1
"2984","HICP",1,"095",2010 Q3,1.53538602,1.6,0.0646139800000001
"2985","HICP",1,"095",2010 Q4,1.83818067,1.9,0.0618193299999998
"2986","HICP",1,"095",2011 Q1,1.622172,2.4,0.777828
"2987","HICP",1,"095",2011 Q2,1.4898,2.7,1.2102
"2988","HICP",1,"095",2011 Q3,1.691,2.5,0.809
"2989","HICP",1,"095",2011 Q4,1.6825370148,3,1.3174629852
"2990","HICP",1,"095",2012 Q1,2.2539166667,2.7,0.4460833333
"2991","HICP",1,"095",2012 Q2,1.9894285714,2.4,0.4105714286
"2992","HICP",1,"095",2012 Q3,1.9294285714,2.6,0.6705714286
"2993","HICP",1,"095",2012 Q4,1.1051785714,2.2,1.0948214286
"2994","HICP",1,"095",2013 Q1,1.5554166667,1.9,0.3445833333
"2995","HICP",1,"095",2013 Q2,1.67,1.4,-0.27
"2996","HICP",1,"095",2013 Q3,1.875,1.3,-0.575
"2997","HICP",1,"095",2013 Q4,1.503,0.9,-0.603
"2998","HICP",1,"095",2014 Q1,1.428,0.7,-0.728
"2999","HICP",1,"095",2014 Q2,1.385,0.5,-0.885
"3000","HICP",1,"095",2014 Q3,1.69,0.4,-1.29
"3001","HICP",1,"095",2014 Q4,1.42,0.3,-1.12
"3002","HICP",1,"095",2015 Q1,1.075,-0.3,-1.375
"3003","HICP",1,"095",2015 Q2,1.265,0.3,-0.965
"3004","HICP",1,"095",2015 Q3,1.28,0.1,-1.18
"3005","HICP",1,"095",2015 Q4,1.1485,0.2,-0.9485
"3006","HICP",1,"095",2016 Q1,0.9805,-0.2,-1.1805
"3007","HICP",1,"095",2016 Q2,1.385,-0.1,-1.485
"3008","HICP",1,"095",2016 Q3,1.2565,0.2,-1.0565
"3009","HICP",1,"095",2016 Q4,1.2645,0.6,-0.6645
"3010","HICP",1,"095",2017 Q1,1.12,2,0.88
"3011","HICP",1,"095",2017 Q2,0.8875660171,1.4,0.5124339829
"3012","HICP",1,"095",2017 Q3,0.8260360838,1.5,0.6739639162
"3013","HICP",1,"095",2017 Q4,0.8260360838,1.5,0.6739639162
"3014","HICP",1,"095",2018 Q1,1.3351733111,1.1,-0.2351733111
"3015","HICP",1,"095",2018 Q2,1.6156730778,1.9,0.2843269222
"3016","HICP",1,"096",2001 Q1,1.7,2,0.3
"3017","HICP",1,"096",2001 Q2,2.1,3.1,1
"3018","HICP",1,"096",2001 Q3,2,2.3,0.3
"3019","HICP",1,"096",2001 Q4,1.8,2,0.2
"3020","HICP",1,"096",2002 Q1,2,2.5,0.5
"3021","HICP",1,"096",2002 Q2,2.1,2.1,0
"3022","HICP",1,"096",2002 Q3,2.1,2.1,0
"3023","HICP",1,"096",2002 Q4,1.9,2.3,0.4
"3024","HICP",1,"096",2003 Q1,2.4,2.4,0
"3025","HICP",1,"096",2003 Q2,2.4,1.8,-0.6
"3026","HICP",1,"096",2003 Q3,2.1,2,-0.1
"3027","HICP",1,"096",2003 Q4,2.2,2.2,0
"3028","HICP",1,"096",2004 Q1,2.1,1.6,-0.5
"3029","HICP",1,"096",2004 Q2,1.9,2.4,0.5
"3030","HICP",1,"096",2004 Q3,2,2.4,0.4
"3031","HICP",1,"096",2004 Q4,1.8,2.2,0.4
"3032","HICP",1,"096",2005 Q1,2,2.1,0.1
"3033","HICP",1,"096",2005 Q2,2.2,2,-0.2
"3034","HICP",1,"096",2005 Q3,2.2,2.2,0
"3035","HICP",1,"096",2005 Q4,2.1,2.3,0.2
"3036","HICP",1,"096",2006 Q1,2,2.4,0.4
"3037","HICP",1,"096",2006 Q2,2,2.5,0.5
"3038","HICP",1,"096",2006 Q3,2,2.3,0.3
"3039","HICP",1,"096",2006 Q4,1.8,1.9,0.0999999999999999
"3040","HICP",1,"096",2007 Q1,2.2,1.8,-0.4
"3041","HICP",1,"096",2007 Q2,1.8,1.9,0.0999999999999999
"3042","HICP",1,"096",2007 Q3,2.2,1.7,-0.5
"3043","HICP",1,"096",2008 Q1,2.1,3.3,1.2
"3044","HICP",1,"096",2008 Q2,2,3.7,1.7
"3045","HICP",1,"096",2008 Q3,2,3.8,1.8
"3046","HICP",1,"096",2008 Q4,2,2.1,0.1
"3047","HICP",1,"096",2009 Q1,2.3,1.2,-1.1
"3048","HICP",1,"096",2009 Q2,2.4,0,-2.4
"3049","HICP",1,"096",2009 Q3,1.9,-0.2,-2.1
"3050","HICP",1,"096",2009 Q4,2.2,0.5,-1.7
"3051","HICP",1,"096",2010 Q1,1.7,0.8,-0.9
"3052","HICP",1,"096",2010 Q2,1.7,1.7,0
"3053","HICP",1,"096",2010 Q3,1.7,1.6,-0.0999999999999999
"3054","HICP",1,"096",2010 Q4,1.8,1.9,0.0999999999999999
"3055","HICP",1,"096",2011 Q1,1.3,2.4,1.1
"3056","HICP",1,"096",2011 Q2,1.3,2.7,1.4
"3057","HICP",1,"096",2011 Q3,1.8,2.5,0.7
"3058","HICP",1,"096",2011 Q4,1.8,3,1.2
"3059","HICP",1,"096",2012 Q1,1.5,2.7,1.2
"3060","HICP",1,"096",2012 Q2,1.8,2.4,0.6
"3061","HICP",1,"096",2012 Q3,1.4,2.6,1.2
"3062","HICP",1,"096",2012 Q4,1.4,2.2,0.8
"3063","HICP",1,"096",2013 Q2,1,1.4,0.4
"3064","HICP",1,"096",2013 Q3,1.7,1.3,-0.4
"3065","HICP",1,"096",2013 Q4,1.6,0.9,-0.7
"3066","HICP",1,"096",2014 Q1,1.4,0.7,-0.7
"3067","HICP",1,"096",2014 Q2,1.3,0.5,-0.8
"3068","HICP",1,"096",2014 Q3,1.4,0.4,-1
"3069","HICP",1,"096",2014 Q4,1.3,0.3,-1
"3070","HICP",1,"096",2015 Q1,1.2,-0.3,-1.5
"3071","HICP",1,"096",2015 Q2,1.2,0.3,-0.9
"3072","HICP",1,"096",2015 Q3,0.96,0.1,-0.86
"3073","HICP",1,"096",2015 Q4,0.75,0.2,-0.55
"3074","HICP",1,"096",2016 Q1,0.7,-0.2,-0.9
"3075","HICP",1,"096",2016 Q2,1.04,-0.1,-1.14
"3076","HICP",1,"096",2016 Q3,0.95,0.2,-0.75
"3077","HICP",1,"096",2016 Q4,0.87,0.6,-0.27
"3078","HICP",1,"096",2017 Q1,1.3,2,0.7
"3079","HICP",1,"096",2017 Q2,1.3,1.4,0.0999999999999999
"3080","HICP",1,"096",2017 Q3,1.33,1.5,0.17
"3081","HICP",1,"096",2017 Q4,1.5,1.5,0
"3082","HICP",1,"096",2018 Q1,1.4,1.1,-0.3
"3083","HICP",1,"096",2018 Q2,1.5,1.9,0.4
"3084","HICP",1,"097",2004 Q4,1.8,2.2,0.4
"3085","HICP",1,"097",2005 Q1,1.4,2.1,0.7
"3086","HICP",1,"097",2005 Q2,1.4,2,0.6
"3087","HICP",1,"097",2005 Q3,1.7,2.2,0.5
"3088","HICP",1,"097",2005 Q4,1.6,2.3,0.7
"3089","HICP",1,"097",2006 Q1,1.8,2.4,0.6
"3090","HICP",1,"097",2006 Q2,1.6,2.5,0.9
"3091","HICP",1,"097",2006 Q3,1.5,2.3,0.8
"3092","HICP",1,"097",2006 Q4,1.8,1.9,0.0999999999999999
"3093","HICP",1,"097",2007 Q1,2.2,1.8,-0.4
"3094","HICP",1,"097",2007 Q2,2.1,1.9,-0.2
"3095","HICP",1,"097",2007 Q3,2.2,1.7,-0.5
"3096","HICP",1,"097",2007 Q4,1.8,3.1,1.3
"3097","HICP",1,"097",2008 Q1,1.7,3.3,1.6
"3098","HICP",1,"097",2008 Q2,1.9,3.7,1.8
"3099","HICP",1,"097",2008 Q3,1.8,3.8,2
"3100","HICP",1,"097",2008 Q4,1.9,2.1,0.2
"3101","HICP",1,"097",2009 Q1,2,1.2,-0.8
"3102","HICP",1,"097",2009 Q2,2.4,0,-2.4
"3103","HICP",1,"097",2009 Q4,1.5,0.5,-1
"3104","HICP",1,"097",2010 Q2,1.3,1.7,0.4
"3105","HICP",1,"097",2010 Q3,0.9,1.6,0.7
"3106","HICP",1,"097",2010 Q4,1.1,1.9,0.8
"3107","HICP",1,"097",2011 Q1,1.1,2.4,1.3
"3108","HICP",1,"097",2011 Q2,1.6,2.7,1.1
"3109","HICP",1,"097",2011 Q3,1.8,2.5,0.7
"3110","HICP",1,"097",2011 Q4,1.8,3,1.2
"3111","HICP",1,"097",2012 Q1,1.6,2.7,1.1
"3112","HICP",1,"097",2015 Q4,0.6981444557,0.2,-0.4981444557
"3113","HICP",1,"097",2016 Q3,0.9,0.2,-0.7
"3114","HICP",1,"097",2018 Q1,1.4,1.1,-0.3
"3115","HICP",1,"097",2018 Q2,1,1.9,0.9
"3116","HICP",1,"098",2005 Q2,1.7,2,0.3
"3117","HICP",1,"098",2005 Q3,1.8,2.2,0.4
"3118","HICP",1,"098",2005 Q4,1.6,2.3,0.7
"3119","HICP",1,"098",2006 Q1,1.7,2.4,0.7
"3120","HICP",1,"098",2006 Q2,1.8,2.5,0.7
"3121","HICP",1,"098",2007 Q3,2.1,1.7,-0.4
"3122","HICP",1,"098",2007 Q4,2.3,3.1,0.8
"3123","HICP",1,"098",2008 Q1,2.1,3.3,1.2
"3124","HICP",1,"098",2008 Q2,1.8,3.7,1.9
"3125","HICP",1,"098",2008 Q3,2.1,3.8,1.7
"3126","HICP",1,"098",2008 Q4,1.9,2.1,0.2
"3127","HICP",1,"098",2009 Q2,1.7,0,-1.7
"3128","HICP",1,"098",2009 Q3,1.7,-0.2,-1.9
"3129","HICP",1,"098",2009 Q4,0.8,0.5,-0.3
"3130","HICP",1,"098",2010 Q1,1,0.8,-0.2
"3131","HICP",1,"098",2010 Q2,0.8,1.7,0.9
"3132","HICP",1,"098",2010 Q3,0.9,1.6,0.7
"3133","HICP",1,"098",2010 Q4,1.3,1.9,0.6
"3134","HICP",1,"098",2011 Q1,1,2.4,1.4
"3135","HICP",1,"098",2011 Q2,1.1,2.7,1.6
"3136","HICP",1,"098",2011 Q3,1.2,2.5,1.3
"3137","HICP",1,"098",2011 Q4,1.2,3,1.8
"3138","HICP",1,"098",2012 Q1,1.3,2.7,1.4
"3139","HICP",1,"098",2012 Q2,1.5,2.4,0.9
"3140","HICP",1,"098",2012 Q3,1.2,2.6,1.4
"3141","HICP",1,"098",2012 Q4,1,2.2,1.2
"3142","HICP",1,"098",2013 Q1,1.1,1.9,0.8
"3143","HICP",1,"098",2013 Q2,1.6,1.4,-0.2
"3144","HICP",1,"098",2013 Q3,1.6,1.3,-0.3
"3145","HICP",1,"098",2013 Q4,1.2,0.9,-0.3
"3146","HICP",1,"098",2014 Q1,1.2,0.7,-0.5
"3147","HICP",1,"098",2014 Q2,1.3,0.5,-0.8
"3148","HICP",1,"098",2014 Q3,1.3,0.4,-0.9
"3149","HICP",1,"098",2014 Q4,1.5,0.3,-1.2
"3150","HICP",1,"098",2015 Q1,1.3,-0.3,-1.6
"3151","HICP",1,"098",2015 Q2,1.2,0.3,-0.9
"3152","HICP",1,"098",2015 Q3,1.2,0.1,-1.1
"3153","HICP",1,"098",2015 Q4,0.7,0.2,-0.5
"3154","HICP",1,"098",2016 Q1,1,-0.2,-1.2
"3155","HICP",1,"098",2016 Q2,1.2,-0.1,-1.3
"3156","HICP",1,"098",2016 Q4,0.4,0.6,0.2
"3157","HICP",1,"098",2017 Q1,1.5,2,0.5
"3158","HICP",1,"098",2017 Q2,1.5,1.4,-0.1
"3159","HICP",1,"098",2017 Q3,1.2,1.5,0.3
"3160","HICP",1,"098",2017 Q4,1.5,1.5,0
"3161","HICP",1,"098",2018 Q1,1.5,1.1,-0.4
"3162","HICP",1,"098",2018 Q2,1.6,1.9,0.3
"3163","HICP",1,"099",2005 Q2,1.8,2,0.2
"3164","HICP",1,"099",2005 Q3,1.8,2.2,0.4
"3165","HICP",1,"099",2005 Q4,1.8,2.3,0.5
"3166","HICP",1,"099",2006 Q1,1.8,2.4,0.6
"3167","HICP",1,"099",2006 Q3,1.8,2.3,0.5
"3168","HICP",1,"099",2006 Q4,1.8,1.9,0.0999999999999999
"3169","HICP",1,"099",2007 Q2,2,1.9,-0.1
"3170","HICP",1,"099",2007 Q3,2,1.7,-0.3
"3171","HICP",1,"099",2007 Q4,1.9,3.1,1.2
"3172","HICP",1,"099",2008 Q1,1.8,3.3,1.5
"3173","HICP",1,"099",2008 Q2,2,3.7,1.7
"3174","HICP",1,"099",2008 Q3,1.9,3.8,1.9
"3175","HICP",1,"099",2008 Q4,2.1,2.1,0
"3176","HICP",1,"099",2009 Q1,2.2,1.2,-1
"3177","HICP",1,"099",2009 Q4,2.6,0.5,-2.1
"3178","HICP",1,"099",2010 Q2,1.1,1.7,0.6
"3179","HICP",1,"099",2011 Q4,1.7,3,1.3
"3180","HICP",1,"099",2012 Q1,1.9,2.7,0.8
"3181","HICP",1,"099",2012 Q4,1.7,2.2,0.5
"3182","HICP",1,"099",2013 Q1,1.4,1.9,0.5
"3183","HICP",1,"099",2013 Q4,1.6,0.9,-0.7
"3184","HICP",1,"099",2014 Q2,1.5,0.5,-1
"3185","HICP",1,"099",2014 Q3,1.5,0.4,-1.1
"3186","HICP",1,"099",2014 Q4,1.4,0.3,-1.1
"3187","HICP",1,"099",2015 Q2,1,0.3,-0.7
"3188","HICP",1,"099",2016 Q1,1,-0.2,-1.2
"3189","HICP",1,"099",2016 Q2,1.5,-0.1,-1.6
"3190","HICP",1,"099",2016 Q3,1.2,0.2,-1
"3191","HICP",1,"099",2016 Q4,1.4,0.6,-0.8
"3192","HICP",1,"099",2017 Q1,1,2,1
"3193","HICP",1,"099",2017 Q2,1.3,1.4,0.0999999999999999
